customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5884-YXBSZ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),60.31,4288.72,Yes
5885-EKWSG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.01,2391.74,Yes
5886-UZVFK,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,710.49,No
5887-NDHIB,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,81.37,2000.29,No
5888-YKTVG,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.77,603.3,Yes
5889-DXNZX,Female,1,Yes,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,50.34,2665.89,Yes
5890-AXZLS,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.61,1310.5,No
5891-EZHKV,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,85.42,No
5892-DOTLT,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1010.28,No
5893-VWUJX,Male,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,593.85,No
5894-PWHTH,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,620.4,Yes
5895-FCHWJ,Female,1,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.92,138.75,No
5896-EKDQZ,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.68,939.18,No
5897-CRHXL,Female,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.14,4039.43,No
5898-UPNUP,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.91,306.64,Yes
5899-DAAVO,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.05,2067.98,Yes
5900-TTCNI,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.2,1166.7,No
5901-SHBDA,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.49,4236.82,Yes
5902-KEBMQ,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.34,1126.61,No
5903-QRUIF,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.44,968.84,No
5904-TCHCA,Female,0,No,No,36,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),47.58,1681.7,No
5905-TMUEP,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,72.17,4374.26,Yes
5906-UXPXL,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.79,678.82,Yes
5907-MDIPA,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.31,2920.94,No
5908-EUEXY,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.68,523.26,No
5909-SIHSR,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.62,616.27,No
5910-ODOMR,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.4,325.68,No
5911-TERHA,Female,0,No,Yes,67,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),68.95,4549.78,No
5912-SWZQB,Male,1,Yes,No,63,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),51.3,3229.36,No
5913-SPRBF,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.42,981.95,No
5914-GFFIH,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),46.62,1615.24,No
5915-XVUIL,Male,0,No,No,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.39,1807.66,No
5916-RWFWD,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,68.94,3961.84,No
5917-YGRTE,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,1171.45,No
5918-RJHAO,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),71.03,3834.84,No
5919-CONAU,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),63.11,2647.43,No
5920-HGIRL,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),85.11,4265.55,No
5921-HHFCB,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.14,3239.28,No
5922-NHFDE,Male,1,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.51,931.79,No
5923-UMIMI,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.43,1312.88,No
5924-XXPLB,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,67.51,2347.2,Yes
5925-SPXME,Female,1,No,No,51,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.77,3683.92,Yes
5926-WXFUX,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.46,3272.09,Yes
5927-QQQCZ,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.98,808.07,No
5928-MLFVU,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.22,2354.06,Yes
5929-MNGEN,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.29,1073.21,No
5930-RDAGT,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.17,1612.24,No
5931-MDMDC,Female,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.82,434.96,Yes
5932-HTHYQ,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),72.92,3124.31,No
5933-ODFXV,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.87,417.77,Yes
5934-FJDIP,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,66.66,2845.23,No
5935-GNFAR,Female,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.01,2806.64,Yes
5936-LVOAO,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.18,78.76,Yes
5937-OPUAC,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.3,2910.87,No
5938-LGEZA,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),48.71,2907.69,No
5939-AOHKN,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.0,107.97,No
5940-YWMSL,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,67.77,3082.44,No
5941-VSZDD,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,662.37,No
5942-CZFEK,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,18.8,Yes
5943-YICIL,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,808.42,No
5944-CTQUL,Male,0,No,Yes,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.25,692.48,Yes
5945-YRDJR,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,52.22,3080.44,No
5946-HISMY,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,58.74,3652.58,No
5947-FVGUF,Female,1,No,Yes,67,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,65.68,4380.02,No
5948-KQSYL,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.09,3283.45,No
5949-UUXMR,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.17,1332.12,Yes
5950-GYWEP,Male,1,No,No,13,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.98,847.32,No
5951-VDWAD,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.87,347.63,No
5952-CDALM,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.88,4234.71,No
5953-BIGMV,Male,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),40.74,2086.84,Yes
5954-BARGR,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.15,2155.59,Yes
5955-SHWLK,Female,0,No,No,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.88,2786.25,No
5956-IDGQK,Male,1,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,77.04,34.08,No
5957-BWRVZ,Male,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.32,294.97,No
5958-LIKEZ,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.41,1482.38,Yes
5959-GAXYE,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.43,3495.97,Yes
5960-FMKHT,Female,0,No,Yes,37,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.96,2039.86,No
5961-BOJHB,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.8,1626.7,Yes
5962-UOFEV,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),45.2,407.59,Yes
5963-VCKKP,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),43.62,573.92,No
5964-CICSK,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.47,888.31,No
5965-NBGJJ,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,40.75,304.61,No
5966-TAFUN,Female,1,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.82,715.02,Yes
5967-BFACD,Male,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.25,3922.82,Yes
5968-MCOMV,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.44,810.57,No
5969-KDQEU,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.74,18.8,No
5970-YXHUX,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,54.03,3059.98,No
5971-JGQGX,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.78,5266.91,No
5972-SIXBV,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,122.4,No
5973-TSFJM,Female,1,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,54.09,2756.39,No
5974-YBJJZ,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),45.81,54.6,No
5975-EVDWB,Female,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.51,1704.71,No
5976-GRQKU,Male,1,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.18,706.01,Yes
5977-RHLXA,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.92,239.2,No
5978-TYULZ,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.14,5566.13,Yes
5979-FCENL,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.86,1345.72,No
5980-MMQXO,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),55.71,3172.35,No
5981-FLBDT,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.87,3045.12,No
5982-YYULC,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.89,2328.07,Yes
5983-QFXQQ,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.68,5018.55,Yes
5984-KWGBS,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.95,374.22,Yes
5985-BVMXX,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.16,4868.74,No
5986-PQKIX,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.21,461.79,Yes
5987-INMYK,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,71.24,1351.9,No
5988-LVCAH,Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.42,567.59,No
5989-ZSMGM,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,73.2,2275.81,No
5990-ZFCFC,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.19,1255.09,No
5991-MMYMA,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.42,4755.37,Yes
5992-HETQI,Male,1,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.67,5434.7,Yes
5993-MYMEN,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.13,409.7,No
5994-KYZNY,Male,0,No,Yes,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,57.24,3667.18,No
5995-GXQDJ,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.85,135.35,Yes
5996-JOTLI,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,50.8,3581.25,No
5997-COLZO,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.69,2752.63,No
5998-ZAOKE,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.3,4361.76,Yes
5999-GLTYF,Female,1,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.72,4178.31,No
6000-VCJZU,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),60.34,723.08,No
6001-ZVDMS,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.24,145.92,No
6002-EWVRA,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,52.68,2807.94,No
6003-UUPPP,Female,1,No,Yes,57,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,46.0,2629.08,No
6004-VSPAT,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.46,1468.74,Yes
6005-TJBNH,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1321.95,No
6006-FCPQL,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.06,591.1,Yes
6007-SXTCM,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,69.16,3765.21,No
6008-PKTPT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.84,2530.97,No
6009-BDYDQ,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.36,2379.38,Yes
6010-AAEVL,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.07,514.27,No
6011-FFYQZ,Male,0,No,Yes,45,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),53.63,2407.99,No
6012-VMHXL,Male,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.93,1091.93,Yes
6013-OSUZT,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,42.75,2919.69,No
6014-QIURB,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.01,1600.36,No
6015-KWTQU,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.88,1953.97,No
6016-ROGPY,Male,1,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,54.4,1417.9,No
6017-ARVHG,Female,1,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.81,710.28,No
6018-YBLPI,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.05,2965.56,No
6019-TKOCW,Female,0,No,No,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),38.31,1972.18,No
6020-UMUMB,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.32,3299.27,No
6021-FFLDE,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,86.27,5676.43,No
6022-WHFUC,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.47,1509.67,Yes
6023-WHSUK,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.73,2062.62,No
6024-RJZTL,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.62,2624.44,No
6025-THSUP,Male,0,No,Yes,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.75,735.56,Yes
6026-URIDI,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.54,1502.94,No
6027-YBIIR,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,59.39,2038.89,Yes
6028-KMFIP,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.63,4934.66,No
6029-DBGOY,Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),72.57,5048.26,No
6030-FKTQD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.96,527.85,No
6031-SGKMZ,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,60.08,2096.43,No
6032-UCNBR,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.82,263.98,Yes
6033-EMMXX,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,58.36,959.18,Yes
6034-NLUMR,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),72.43,3725.24,No
6035-MDWVJ,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,64.1,2517.23,No
6036-WERHN,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),45.31,2162.5,No
6037-BHPGC,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.42,5114.81,No
